delay X,delay Y
1.162e-05,2.298772292114075e-09
1.164e-05,2.299738227502156e-09
1.166e-05,2.300726128027853e-09
1.168e-05,2.301781603748139e-09
1.17e-05,2.294702900894057e-09
1.172e-05,2.294460349364402e-09
1.174e-05,2.295384664249495e-09
1.176e-05,2.29628867006275e-09
1.178e-05,2.297253155313366e-09
1.18e-05,2.29808933263468e-09
1.182e-05,2.299241529042781e-09
1.184e-05,2.300212190767874e-09
1.186e-05,2.301254182512092e-09
1.188e-05,2.302244159173292e-09
1.19e-05,2.303293409091818e-09
1.192e-05,2.304320271793686e-09
1.194e-05,2.305314006300603e-09
1.196e-05,2.306369080670031e-09
1.198e-05,2.307365026510734e-09
1.2e-05,2.308398724928737e-09
1.202e-05,2.30841795537478e-09
1.204e-05,2.309439041799472e-09
1.206e-05,2.310437084969417e-09
1.208e-05,2.311468568518715e-09
1.21e-05,2.312478310636621e-09
1.212e-05,2.31346208658979e-09
1.214e-05,2.314473757935176e-09
1.216e-05,2.315470587220239e-09
1.218e-05,2.316435495108849e-09
1.22e-05,2.317448743510423e-09
1.222e-05,2.318440207627639e-09
1.224e-05,2.319390460503835e-09
1.226e-05,2.320363398525865e-09
1.228e-05,2.321337369803496e-09
1.23e-05,2.322200425111035e-09
1.232e-05,2.323240297602031e-09
1.234e-05,2.316435212139484e-09
1.236e-05,2.316237007664609e-09
1.238e-05,2.317155206101106e-09
1.24e-05,2.318088473645978e-09
1.242e-05,2.318946356206259e-09
1.244e-05,2.320023856499389e-09
1.246e-05,2.321020890192367e-09
1.248e-05,2.322020236384281e-09
1.25e-05,2.323033502840166e-09
1.252e-05,2.323940718277769e-09
1.254e-05,2.325051752178393e-09
1.256e-05,2.326104989449717e-09
1.258e-05,2.327124088776741e-09
1.26e-05,2.328132729124881e-09
1.262e-05,2.329153563926703e-09
1.264e-05,2.330175361630013e-09
1.266e-05,2.330193167086222e-09
1.268e-05,2.331220238193333e-09
1.27e-05,2.332221361573096e-09
1.272e-05,2.333234194751199e-09
1.274e-05,2.334236722072161e-09
1.276e-05,2.335257235538529e-09
1.278e-05,2.33626382101582e-09
1.28e-05,2.337227773572271e-09
1.282e-05,2.33822693412873e-09
1.284e-05,2.339236026101426e-09
1.286e-05,2.34021924146286e-09
1.288e-05,2.341172033269594e-09
1.29e-05,2.34216869215809e-09
1.292e-05,2.343027313913225e-09
1.294e-05,2.344092751822848e-09
1.296e-05,2.345034254677928e-09
1.298e-05,2.337884767137803e-09
1.3e-05,2.337708534841743e-09
1.302e-05,2.338597484839419e-09
1.304e-05,2.339527319572588e-09
1.306e-05,2.340485261396011e-09
1.308e-05,2.3414653959682e-09
1.31e-05,2.342442111425668e-09
1.312e-05,2.343459889876592e-09
1.314e-05,2.344473381561758e-09
1.316e-05,2.345466143195503e-09
